,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,Numero_de_Assentos,Nome_do_Fabricante,Coordenadas
10045,AERODINAMICA AVIACAO AGRICOLA,Incidente Grave,26/04/2022,GARUVA,SC,Sul,OPERAÇÃO A BAIXA ALTITUDE,"A aeronave decolou da Área de Pouso para Uso Agrícola (APUA) de Garuva (ZZZZ), no Município de Garuva, SC, com destino à APUA Pista Seragri (ZZZZ), no Município de Luiz Alves, SC, por volta das 13h25min (UTC), a fim de realizar voo de translado com um piloto a bordo. Quando em rota, cerca de 5 minutos após a decolagem, houve redução inadvertida de potência do motor e a aeronave aproou uma rodovia para se preparar para um pouso de emergência. Houve uma recuperação da potência do motor e o piloto realizou uma arremetida no ar e retornou para a pista de decolagem. O pouso ocorreu sem anormalidades.",PTWZL,S05,AERODINAMICA AVIACAO AGRICOLA LTDA,LALT,Voo a baixa altura,Operação Agrícola,Nenhum,,,,,,,,,,1.0,,,,,PA-25-235,1.0,PIPER AIRCRAFT,"-26,0647 -48,8603"
10046,AERODINAMICA AVIACAO AGRICOLA,Incidente Grave,26/04/2022,GARUVA,SC,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou da Área de Pouso para Uso Agrícola (APUA) de Garuva (ZZZZ), no Município de Garuva, SC, com destino à APUA Pista Seragri (ZZZZ), no Município de Luiz Alves, SC, por volta das 13h25min (UTC), a fim de realizar voo de translado com um piloto a bordo. Quando em rota, cerca de 5 minutos após a decolagem, houve redução inadvertida de potência do motor e a aeronave aproou uma rodovia para se preparar para um pouso de emergência. Houve uma recuperação da potência do motor e o piloto realizou uma arremetida no ar e retornou para a pista de decolagem. O pouso ocorreu sem anormalidades.",PTWZL,S05,AERODINAMICA AVIACAO AGRICOLA LTDA,SCF-PP,Voo a baixa altura,Operação Agrícola,Nenhum,,,,,,,,,,1.0,,,,,PA-25-235,1.0,PIPER AIRCRAFT,"-26,0647 -48,8603"
10047,HILARIO RENATO PICCINI,Acidente,29/10/2022,LUCAS DO RIO VERDE,MT,Centro-Oeste,EXCURSÃO DE PISTA,"A aeronave decolou da área de pouso para uso aeroagrícola da Fazenda Três Pinheiros, município de Lucas do Rio Verde, MT para um voo de aplicação de defensivos agrícolas, com um piloto a bordo. Durante o pouso, por volta das 17h45min (UTC), após o toque na pista, a aeronave perdeu o controle e saiu pela lateral direita.",PTUVS,TPP,HILARIO RENATO PICCINI,RE,Pouso,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202A,1.0,NEIVA,"-12,5305 -56,033"
10048,HILARIO RENATO PICCINI,Acidente,29/10/2022,LUCAS DO RIO VERDE,MT,Centro-Oeste,PERDA DE CONTROLE NO SOLO,"A aeronave decolou da área de pouso para uso aeroagrícola da Fazenda Três Pinheiros, município de Lucas do Rio Verde, MT para um voo de aplicação de defensivos agrícolas, com um piloto a bordo. Durante o pouso, por volta das 17h45min (UTC), após o toque na pista, a aeronave perdeu o controle e saiu pela lateral direita.",PTUVS,TPP,HILARIO RENATO PICCINI,LOC-G,Pouso,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202A,1.0,NEIVA,"-12,5305 -56,033"
10049,HILARIO RENATO PICCINI,Acidente,29/10/2022,LUCAS DO RIO VERDE,MT,Centro-Oeste,CORTANTE DE VENTO / TEMPESTADE,"A aeronave decolou da área de pouso para uso aeroagrícola da Fazenda Três Pinheiros, município de Lucas do Rio Verde, MT para um voo de aplicação de defensivos agrícolas, com um piloto a bordo. Durante o pouso, por volta das 17h45min (UTC), após o toque na pista, a aeronave perdeu o controle e saiu pela lateral direita.",PTUVS,TPP,HILARIO RENATO PICCINI,WSTRW,Pouso,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202A,1.0,NEIVA,"-12,5305 -56,033"
10062,A B DA SILVA & CIA LTDA-ME,Incidente,02/02/2022,,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave realizava o táxi para decolagem do Aeródromo de Belo Horizonte, MG (SBBH), para um voo local, por volta das 13h15min (UTC), a fim de realizar um voo de check de manutenção, com um piloto e um passageiro a bordo. Após ingresso na pista pela TWY Foxtrot, aproximando-se da cabeceira 31, foi observado que o pneu direito do trem principal havia furado.",PTNXI,TPP,A B DA SILVA & CIA LTDA-ME,SCF-NP,Táxi,Voo Privado,Nenhum,,,,,,,,,,2.0,,,,,EMB-711ST,4.0,NEIVA,"-43,9506 -19,8519"
10063,OMNI TAXI AEREO LTDA,Incidente,21/05/2022,CAMPOS DOS GOYTACAZES,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolava da plataforma P-51 (9PEO), Bacia Petrolífera de Campos, RJ, com destino ao aeródromo Farol de São Tomé (SBFS), Campos dos Goytacazes, RJ, a fim de realizar transporte de passageiros, com três tripulantes e dezoito passageiros a bordo. Durante a decolagem vertical, ainda no pairado, a tripulação ouviu um barulho característico de estol de compressor e abortou a decolagem.",PROHE,TPX,OMNI TAXI AEREO S.A,SCF-PP,Decolagem,Táxi Aéreo,Nenhum,,,,,,,,,,3.0,18.0,,,,S-92A,22.0,SIKORSKY AIRCRAFT,"-22,6342 -40,0936"
10064,ITAHUM EXPORT COMÉRCIO DE CEREAIS LTDA,Incidente,03/06/2022,CUIABÁ,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeródromo Fazenda São Francisco (SWSF), Vila Bela da Santíssima Trindade, MT, por volta das 19h30min (UTC), com destino ao Aeródromo de Primavera do Leste (SWPY), Primavera do Leste, MT, para um voo privado, com um tripulante e três passageiros a bordo. Durante a subida, o piloto notou vibração anormal no motor com posterior falha do gerador direito. Ao nivelar no FL270 e realizar os procedimentos previstos, o motor direito apagou. O voo alternou pouso no Aeródromo Marechal Rondon (SBCY), Cuiabá, MT, sem intercorrências.",PTFCC,TPP,ITAHUM EXPORT COMÉRCIO DE CEREAIS LTDA,SCF-PP,Subida,Voo Privado,Nenhum,,,,,,,,,,1.0,3.0,,,,EMB-500,7.0,EMBRAER,"-15,65 -56,1175"
10069,AZUL,Incidente,07/11/2022,CAMPINAS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo de Viracopos ( SBKP), Campinas, SP, com destino ao Aeródromo Brigadeiro Lysias Rodrigues ( SBPJ), Palmas, TO, com 07 tripulantes e 165 passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a subida a aeronave apresentou a mensagem de vazamento hidráulico. Após a execução de procedimentos previstos em manual, a aeronave retornou para pouso no Aeródromo de origem, sem maiores intercorrências.",PRYRV,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,7.0,165.0,,,,A320-253N,182.0,AIRBUS S.A.S.,"-23,0025 -47,0804"
10070,GOL,Incidente,13/11/2022,GUARULHOS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Juscelino Kubitschek (SBBR), Brasília, DF, com destino ao aeródromo de Congonhas (SBSP), São Paulo, SP, com 06 (seis) tripulantes e 170 (cento e setenta) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a fase de cruzeiro, a aeronave apresentou mensagem de falha no sistema de pilotagem automática. Após a execução de procedimentos previstos em manual, a tripulação decidiu alternar para o aeródromo Governador André Franco Montoro (SBGR), Guarulhos, SP, onde pousou sem maiores intercorrências.",PSGPF,TPR,GOL LINHAS AEREAS S.A,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,6.0,170.0,,,,737-8 MAX,196.0,BOEING COMPANY,"-23,2608 -46,2823"
10071,OMNI TAXI AEREO LTDA,Incidente,16/07/2022,CAMPOS DOS GOYTACAZES,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do aeródromo de Farol de São Tomé ( SBFS ), Campos dos Goytacazes - RJ, por volta das 15h10min (UTC) com destino a plataforma de petróleo PETROBRAS53(9PET) a fim de efetuar um voo offshore de transporte de passageiros, com 03 tripulantes e 17 passageiros a bordo.Durante o voo houve a falha do engine high-speed coupling do motor.A tripulação alternou para o aeródromo de Bartolomeu Lisandro (SBCP), Campos dos Goytacazes - RJ.",PROHK,M05,OMNI TAXI AEREO S.A,SCF-PP,Cruzeiro,Táxi Aéreo,Leve,,,,,,,,,,3.0,17.0,,,,S-92A,22.0,SIKORSKY AIRCRAFT,"-22,122 -40,4948"
10072,PEDRO HENRY NETO,Incidente Grave,18/12/2022, SÃO FÉLIX DO ARAGUAIA,MT,Centro-Oeste,EXCURSÃO DE PISTA,"A aeronave decolou do aeródromo Porto Alegre do Norte (SDH2), Porto Alegre do Norte, MT, por volta das 19h40min (UTC), com destino ao aeródromo São Félix do Araguaia (SWFX), São Felix do Araguaia, MT, a fim de realizar voo de translado, com um piloto e dois passageiros a bordo. Durante o pouso ocorreu a perda de controle da aeronave, com consequente saída da pista pelo lado esquerdo e posterior recolhimento do trem de pouso direito.",PTKNL,TPP,PEDRO HENRY NETO,RE,Pouso,Voo Privado,Leve,,,,,,,,,,1.0,2.0,,,,PA-28R-200,4.0,PIPER AIRCRAFT,"-11,3709 -50,4103"
10073,PEDRO HENRY NETO,Incidente Grave,18/12/2022, SÃO FÉLIX DO ARAGUAIA,MT,Centro-Oeste,PERDA DE CONTROLE NO SOLO,"A aeronave decolou do aeródromo Porto Alegre do Norte (SDH2), Porto Alegre do Norte, MT, por volta das 19h40min (UTC), com destino ao aeródromo São Félix do Araguaia (SWFX), São Felix do Araguaia, MT, a fim de realizar voo de translado, com um piloto e dois passageiros a bordo. Durante o pouso ocorreu a perda de controle da aeronave, com consequente saída da pista pelo lado esquerdo e posterior recolhimento do trem de pouso direito.",PTKNL,TPP,PEDRO HENRY NETO,LOC-G,Pouso,Voo Privado,Leve,,,,,,,,,,1.0,2.0,,,,PA-28R-200,4.0,PIPER AIRCRAFT,"-11,3709 -50,4103"
10076,BOM FUTURO AGRICOLA LTDA,Incidente,28/12/2022,JOINVILLE ,SC,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Maestro Marinho Franco (SBRD), Rondonópolis, MT, com destino ao aeródromo Ministro Victor Konder (SBNF), Navegantes, SC, aproximadamente às 12h30min (UTC), para realizar voo privado, com dois pilotos e seis passageiros a bordo. Durante o procedimento de aproximação para SBNF, aproximadamente na posição UMPOV, a indicação de fumaça no bagageiro acendeu. O piloto solicitou a alternância de destino para o aeródromo Lauro Carneiro de Loyola (SBJV), Joinville, SC, e realizou o pouso às 14h22min (UTC).",PTGBF,TPP,BOM FUTURO AGRICOLA LTDA,SCF-NP,Procedimento de Aproximação,Voo Privado,Nenhum,,,,,,,,,,2.0,6.0,,,,525B,10.0,CESSNA AIRCRAFT,"-26,0413 -49,1158"
10077,TERCEIRO MILENIO AVIACAO AGRIC.LTDA,Acidente,18/02/2022,DRACENA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeródromo de Dracena (SDDR), Dracena, SP, com destino a área de pouso para uso aeroagrícola Santa Carolina - Usina Viralcool (ZZZZ), Castilho, SP, para voo de natureza aeroagrícola, com um piloto a bordo. Durante a corrida de decolagem, houve perda de potência da aeronave. O piloto efetuou tentativa de retorno à pista, porém colidiu com a cerca do aeródromo.",PTGZJ,S11,TERCEIRO MILENIO AVIACAO AGRIC.LTDA,SCF-PP,Decolagem,Operação Agrícola,Destruída,,,,,,,1.0,,,,,,,,EMB-201A,1.0,NEIVA,"-21,4592 -51,5985"
10080,ITAHUM EXPORT COMÉRCIO DE CEREAIS LTDA,Incidente,04/01/2022,NAVEGANTES,SC,Sul,COMBUSTÍVEL,"A aeronave decolou por volta das 13h10min (UTC), do aeródromo de Ponta Porã (SBPP), município de Ponta Porã, MS, com destino ao aeródromo de Costa Esmeralda (SDEN), município de Porto Belo, SC, para um voo particular, com um tripulante e um passageiro a bordo. Durante o voo o piloto solicitou ao APP-FL reserva de pátio no aeródromo Ministro Victor Konder (SBNF), município de Navegantes, SC, informando que a aeronave prosseguiria para o Hangar Polyfly. Em resposta, foi informado que não havia reserva da aeronave para o hangar, nem para o pátio, bem como não havia disponibilidade. A aeronave arremeteu na MDA e prosseguiu para SDEN. Por volta das 14h17min (UTC) o piloto informou que não conseguiu pouso em SDEN e estaria retornando para SBNF, sendo reforçado novamente que não havia vagas disponíveis. Às 14h18min (UTC) a aeronave declarou EMERGÊNCIA ao APP-FL, informando que estava com 30 minutos de autonomia. A aeronave pousou normalmente às 14h25min (UTC) em SBNF. A aeronave não teve danos. O piloto e o passageiro saíram ilesos.",PTFCC,TPP,ITAHUM EXPORT COMÉRCIO DE CEREAIS LTDA,FUEL,Cruzeiro,Voo Privado,Nenhum,,,,,,,,,,1.0,1.0,,,,EMB-500,7.0,EMBRAER,"-26,8786 -48,6508"
10084,MODEVAL S.A EMPREEND. E PARTICIPACOES,Incidente,12/01/2022,SÃO PAULO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Comandante Rolim Adolfo Amaro, Jundiaí, SP (SBJD), com destino ao Aeródromo Campo de Marte, São Paulo, SP (SBMT), por volta das 12h45min (UTC), a fim de realizar um voo privado, com um piloto e um passageiro a bordo. Ao pousar em SBMT, a tripulação sentiu uma vibração no trem de pouso do nariz, prosseguiu até livrar a pista e realizou o corte do motor na taxiway para verificação. Foi observado que houve o estouro do pneu dianteiro.",PRLLW,TPP,MODEVAL S.A EMPREEND. E PARTICIPACOES,SCF-NP,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,1.0,1.0,,,,SR22,4.0,CIRRUS DESIGN,"-23,5067 -46,6339"
10085,AZUL,Incidente,08/11/2022,RECIFE,PE,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A Aeronave decolou do Aeródromo Pinto Martins (SBFZ), Fortaleza, CE com destino ao Aeródromo Gilberto Freyre (SBRF), Recife, PE, com 6 tripulantes e 164 passageiros a bordo afim de realizar transporte aéreo público regular. Durante a fase de cruzeiro, houve indicação de vazamento hidráulico. Após a execução de procedimentos previstos em manual, a aeronave retornou para pouso no aeródromo de origem.",PRYYG,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,6.0,164.0,,,,A320-251N,173.0,AIRBUS S.A.S.,"-8,0735 -34,5522"
10093,LIFEJET COMPARTILHAMENTO DE AERONAVES LTDA,Incidente,24/07/2022,REDENÇÃO,PA,Norte,OUTROS,"A aeronave decolaria do Aeródromo Redenção (SNDC), Redenção, PA, com destino ao Aeródromo Santa Genoveva (SBGO), Goiânia, GO, por volta das 15h25min (UTC), a fim de realizar voo privado, com dois pilotos e quatro passageiros a bordo. Durante a corrida de decolagem houve som anormal no motor esquerdo, sendo efetuada a abortiva desse procedimento.",PTMSP,TPP,LIFEJET COMPARTILHAMENTO DE AERONAVES LTDA,OTHR,Decolagem,Voo Privado,Leve,,,,,,,,,,2.0,4.0,,,,525,6.0,CESSNA AIRCRAFT,"-8,03151 -49,9802"
10094,NUTRIZA AGROINDUSTRIAL DE ALIMENTOS S.A,Incidente,15/08/2022,GOIÂNIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolaria do aeródromo Santa Genoveva (SBGO), Goiânia, GO, com destino ao aeródromo Pires do Rio (SWPR), Pires do Rio, GO, por volta das 09h25min (UTC), a fim de realizar voo privado, com um tripulante e um passageiro a bordo. Durante o táxi, foi observada uma forte vibração na roda do nariz. O táxi foi interrompido e verificou-se que o pneu havia furado e esvaziado.",PRTGT,TPP,NUTRIZA AGROINDUSTRIAL DE ALIMENTOS S.A,SCF-NP,Táxi,Voo Privado,Nenhum,,,,,,,,,,1.0,1.0,,,,B300,11.0,BEECH AIRCRAFT,"-16,6325 -49,2211"
10102,CELIA REGINA DA COSTA,Incidente,30/10/2022,GOIÂNIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Iturama (SNYU), Iturama, MG com destino ao Aeródromo Nacional de Aviação (SBNV), Goiânia, GO, para um voo privado com um tripulante a bordo. Após o pouso, houve o estouro do pneu do trem de pouso principal esquerdo.",PTVNR,TPP,CELIA REGINA DA COSTA,SCF-NP,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,1.0,,,,,EMB-810D,6.0,NEIVA,"-16,3732 -49,2058"
10106,JOÃO KLEBER FARIAS DE OLIVEIRA,Acidente,19/02/2022,PRESIDENTE FIGUEIREDO,AM,Norte,OUTROS,"A origem e o destino eram desconhecidos, bem como a finalidade do voo. A aeronave foi interceptada pela Defesa Aérea Brasileira e realizou um pouso forçado em meio à mata, nas proximidades do município de Presidente Figueiredo, estado do Amazonas. A Policia Federal abordou a aeronave após o pouso e constatou a presença de ilícitos.",PTEUN,TPP,JOÃO KLEBER FARIAS DE OLIVEIRA,OTHR,Pouso,Voo Privado,Substancial,,,,,,,,,,,,,,,EMB-810C,6.0,EMBRAER,"-1,90669 -60,098"
10107,ATA AEROTAXI ABAETE LTDA,Incidente,04/07/2022,ILHÉUS,BA,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave estava decolando do Aeródromo Jorge Amado (SBIL), Ilhéus, BA, por volta das 21h34min (UTC), com destino ao Aeródromo Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, com dois pilotos e quatro passageiros a bordo, a fim de realizar um voo de táxi aéreo. Na corrida de decolagem, houve o estouro do pneu da roda do trem de pouso principal direito, vindo a aeronave a parar dentro dos limites da pista.",PTVCH,TPX,ATA AEROTAXI ABAETE LTDA,SCF-NP,Decolagem,Táxi Aéreo,Leve,,,,,,,,,,2.0,4.0,,,,EMB-820C CARAJA,10.0,EMBRAER,"-39,0333 -14,851"
10110,RJR AVIACAO LTDA,Incidente Grave,19/04/2022,LONDRINA,PR,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Costa Esmeralda (SDEN), no município de Porto Belo, SC, com destino ao Aeródromo de Primavera do Leste (SWPY), no município de Primavera do Leste, MT, por volta de 10h30min (UTC), a fim de realizar voo privado com um piloto a bordo. Durante o voo em rota, estando no FL280, houve uma variação no fluxo de combustível, com consequente perda de potência do motor. A aeronave iniciou um processo de despressurização da cabine e o piloto optou por realizar uma descida em emergência e pousar no Aeródromo Governador José Richa (SBLO), no município de Londrina, PR.",PSRJJ,TPP,RJR AVIACAO LTDA,SCF-NP,Cruzeiro,Voo Privado,Nenhum,,,,,,,,,,,,,,,PA-46-600TP,6.0,PIPER AIRCRAFT,"-23,3303 -51,1367"
10111,PRODUTIVA AEROAGRICOLA EIRELI - ME,Acidente,19/10/2022,IPUÃ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou de área de uso para uso aeroagrícola (APUA) denominada Pista Fazenda Valinhos, Ipuã, SP, a fim de realizar voo local de aplicação de defensivo, com um tripulante a bordo. Após a decolagem para área de aplicação, a aeronave perdeu performance e realizou pouso em emergência em área de cultivo.",PPPRD,S05,PRODUTIVA AEROAGRICOLA EIRELI - ME,SCF-PP,Subida,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,S2R-H80,1.0,THRUSH AIRCRAFT,"-20,3109 -48,0248"
10112,RJR AVIACAO LTDA,Incidente Grave,19/04/2022,LONDRINA,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeródromo Costa Esmeralda (SDEN), no município de Porto Belo, SC, com destino ao Aeródromo de Primavera do Leste (SWPY), no município de Primavera do Leste, MT, por volta de 10h30min (UTC), a fim de realizar voo privado com um piloto a bordo. Durante o voo em rota, estando no FL280, houve uma variação no fluxo de combustível, com consequente perda de potência do motor. A aeronave iniciou um processo de despressurização da cabine e o piloto optou por realizar uma descida em emergência e pousar no Aeródromo Governador José Richa (SBLO), no município de Londrina, PR.",PSRJJ,TPP,RJR AVIACAO LTDA,SCF-PP,Cruzeiro,Voo Privado,Nenhum,,,,,,,,,,,,,,,PA-46-600TP,6.0,PIPER AIRCRAFT,"-23,3303 -51,1367"
10113,BRISTOW TÁXI AÉREO S.A.,Incidente,25/11/2022,CABO FRIO,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou da Plataforma/Embarcação Sapura Onix (9PSN–SAON), Rio de Janeiro, RJ, com destino ao aeródromo de Cabo Frio (SBCB), Cabo Frio, RJ, com 02 (dois) tripulantes e 06 (seis) passageiros a bordo, a fim de realizar transporte aéreo público não regular. Durante o voo, em fase de cruzeiro, a aeronave desacoplou os modos de voo automático e foi observado os flutuadores armados. A Tripulação prosseguiu com o voo até o aeródromo de destino e o pouso foi efetuado sem intercorrências.",PRMRT,TPX,BRISTOW TÁXI AÉREO S.A.,SCF-NP,Cruzeiro,Táxi Aéreo,Nenhum,,,,,,,,,,2.0,6.0,,,,AW139,17.0,AGUSTA,"-22,5515 -42,0417"
10116,MAURO EDUARDO DE SOUZA E SILVA,Acidente,15/08/2022,RIO DE JANEIRO,RJ,Sudeste,PERDA DE CONTROLE EM VOO,"A aeronave decolou do Aeródromo Ten. Brig. Ar Waldir de Vasconcelos (SIWV), Rio de Janeiro, RJ, por volta das 18h19min (UTC), a fim de realizar voo local de treinamento. Na perna do vento do segundo circuito de tráfego para toque e arremetida, houve a perda de controle da aeronave, vindo a colidir em um telhado de uma residência próximo ao aeródromo.",PUSPX,PET,MAURO EDUARDO DE SOUZA E SILVA,LOC-I,Circuto de Tráfego,Voo Experimental,Substancial,,,,1.0,,,,1.0,,,,,,,CONQUEST 180,2.0,SAVIO PEDROTTI,"-22,9967 -43,3881"
10121,ROBERTO AUGUSTO MACHADO CIDADE,Incidente Grave,17/02/2022,PORTO BELO,SC,Sul,CONTATO ANORMAL COM A PISTA,"A aeronave decolou do Aeródromo Costa Esmeralda (SDEN), no município de Porto Belo, SC, por volta das 13h50min (UTC), a fim de realizar voo local com um piloto a bordo. Por volta das 14h00min (UTC), ao realizar o pouso e o toque sobre a pista, a aeronave inclinou-se para frente e colidiu as pás do rotor principal contra o solo. O piloto saiu ileso. A aeronave teve danos leves.",PPXBG,PET,ROBERTO AUGUSTO MACHADO CIDADE,ARC,Pouso,Voo Privado,Leve,,,,,,,,,,1.0,,,,,EXEC 162 F,2.0,FLYER,"-27,1667 -48,6217"
10129,DUGOMES AIR TÁXI AÉREO LTDA,Incidente Grave,05/07/2022,IPIXUNA,AM,Norte,PERDA DE CONTROLE NO SOLO,"A aeronave decolou do Aeródromo de Eirunepé (SWEI), Eirunepé, AM, com destino ao Aeródromo Governador José B. Lindoso (SD8C), Ipixuna, AM, a fim de realizar transporte de passageiros, com um tripulante e cinco passageiros a bordo. Durante a corrida após o pouso, um cachorro adentrou a pista, levando o piloto a realizar uma frenagem brusca. A aeronave teve o pneu direito estourado, perdeu o eixo da pista, saindo pela lateral direita.",PTRXT,TPX,DUGOMES AIR TÁXI AÉREO LTDA,LOC-G,Pouso,Táxi Aéreo,Leve,,,,,,,,,,1.0,5.0,,,,EMB-720D,7.0,NEIVA,"-7,03444 -71,6869"
10130,DUGOMES AIR TÁXI AÉREO LTDA,Incidente Grave,05/07/2022,IPIXUNA,AM,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo de Eirunepé (SWEI), Eirunepé, AM, com destino ao Aeródromo Governador José B. Lindoso (SD8C), Ipixuna, AM, a fim de realizar transporte de passageiros, com um tripulante e cinco passageiros a bordo. Durante a corrida após o pouso, um cachorro adentrou a pista, levando o piloto a realizar uma frenagem brusca. A aeronave teve o pneu direito estourado, perdeu o eixo da pista, saindo pela lateral direita.",PTRXT,TPX,DUGOMES AIR TÁXI AÉREO LTDA,SCF-NP,Pouso,Táxi Aéreo,Leve,,,,,,,,,,1.0,5.0,,,,EMB-720D,7.0,NEIVA,"-7,03444 -71,6869"
